pseudo_sentence,gold_cd,sentence
"Verse 9: Are you working for the Lord? The Lord blesses those who are working for Him. Will the Lord direct your work? You are called by the name of the Lord, His children.",verse|passage # f|9 # full stop|. # <unk> # you all|them # working|work # to|for # <unk> # comma|pause # <unk> # blesses|blessed # blesses|blessed # ?|question # <unk> # direct|wilt # <unk> # name|called # <unk> # <unk> # children|kids # full stop|.,"Verse 9: Blessed are the peacemakers, for they shall be called children of God."
"Verse 9: That what is intended to happen has been said, none of the eyes have seen, none of the ears have heard, and none of the minds have conceived what God has prepared for those who love Him.",verse|passage # f|9 # full stop|. # that|that one # <unk> # purpose|intend # happen|occur # saying|says # <unk> # comma|pause # none|zero # eye|eyes # see|view # finish|complete # comma|pause # none|zero # ear # finish|complete # sense|perception # comma|pause # none|zero # <unk> # events|possessions # <unk> # finish|complete # plan|scheme # to|for # people|folks # you all|these # love|adore # god|he # full stop|.,"Verse 9: But as it is written, ""Things which an eye didn't see, and an ear didn't hear, which didn't enter into the heart of man, these God has prepared for those who love him."""
"Verse 9: Well, do you know the current situation? Then I should say, do you know it now? Again, do you desire to go back to the worthless principles of the world, becoming a slave again?",verse|passage # f|9 # full stop|. # well|good # current|now # you all|these # know|knows # <unk> # ?|question # then|next # i|me # ought to|should # saying|says # comma|pause # current|now # <unk> # know|knows # you all|these # ?|question # <unk> # again|repeat # you all|these # desire|will # go|go to # back|rear # comma|pause # here|in this place # world|earth # <unk> # comma|pause # worthless|useless # soul|spirit # principles # comma|pause # again|repeat # become|becomes # bondage|slave # question|query # full stop|.,"Verse 9: But now that you have come to know God, or rather to be known by God, why do you turn back again to the weak and miserable elemental principles, to which you desire to be in bondage all over again?"
"Verse 9: I refuse to accept your help. Do you not know me? I am capable of handling this on my own. You are not my savior. What is happening now? What do I need from you, my rescuer? I have been delivered!",verse|passage # f|9 # full stop|. # <unk> # refuse|refuses # help me # full stop|. # <unk> # you|your # <unk> # i|me # ?|question # <unk> # <unk> # <unk> # i|me # <unk> # full stop|. # <unk> # <unk> # you|you're # my|mine # aid|helper # full stop|. # <unk> # <unk> # <unk> # current|now # ?|question # <unk> # <unk> # i|me # ?|question # you|you're # my|mine # <unk> # comma|pause # my|mine # deliver|delivered # !|exclamation,"Verse 9: Don't hide your face from me. Don't put your servant away in anger. You have been my help. Don't abandon me, neither forsake me, God of my salvation."
"Verse 9: What do you think? Will your past sins catch up with you, or will your wicked actions be forgotten?",verse|passage # f|9 # full stop|. # <unk> # <unk> # each other|social # ?|question # your|yours # past|former # sin|transgression # native|indigenous # comma|pause # all|every # wicked|evil # behave|act # you all|these # throw|toss # finish|complete # full stop|.,"Verse 9: Don't lie to one another, seeing that you have put off the old man with his doings,"
"Verse 9: And half of all the people, generations, languages, nations, bodies will look. They will suffer being buried.",verse|passage # f|9 # full stop|. # <unk> # half|1/2 # <unk> # comma|pause # all|every # people|folks # comma|pause # generations|descendants # comma|pause # languages|lang # comma|pause # nations|countries # comma|pause # body|flesh # body|flesh # stare|look # full stop|. # <unk> # suffered|endured # buried|tomb # you all|these # full stop|.,"Verse 9: From among the peoples, tribes, languages, and nations people will look at their dead bodies for three and a half days, and will not allow their dead bodies to be laid in a tomb."
"Verse 9: My prayer is not for the world, but for those you have given me, because they belong to you.",verse|poem # f|9 # full stop|. # my # prayer|talking to god # not|do not # to|for # world|earth # ?|question # my # prayer|talking to god # to|for # <unk> # god|he # <unk> # <unk> # comma|pause # because|since # you all|you guys # <unk> # god|he # full stop|.,"Verse 9: I pray for them. I don't pray for the world, but for those whom you have given me, for they are yours."
"Verse 9: Furthermore, I tell you, whoever divorces his wife, except for sexual immorality, and marries another, commits adultery; and whoever marries her when she is divorced commits adultery.",verse|passage # f|9 # full stop|. # also|furthermore # i|me # tell # comma|pause # anyway|regardless # one|1 # divorce|separation # theirs|your # wife|spouse # comma|pause # then|next # marry|wed # <unk> # other|else # comma|pause # <unk> # adultery|infidelity # comma|pause # <unk> # theirs|your # wife|spouse # not|do not # <unk> # full stop|.,"Verse 9: I tell you that whoever divorces his wife, except for sexual immorality, and marries another, commits adultery; and he who marries her when she is divorced commits adultery."""
"Verse nine. Why is there anger in me? Israel, why have you not been destroyed? Why has God not destroyed even one small person? I, who am holy, live among you. Why have I not come to destroy?",verse 9|verse nine # full stop|. # <unk> # comma|pause # <unk> # <unk> # anger|angry # i|me # not|dis # <unk> # full stop|. # israel # comma|pause # <unk> # not|dis # destroys|ruins # completed|finished # comma|pause # why|for what reason # comma|pause # <unk> # god|lord # comma|pause # not|no # little|small # human|person # one|1 # full stop|. # i|me # holy|holiness # 1|one # living|live # among|interwoven # you|you all # comma|pause # <unk> # not|dis # come|coming # destroys|ruins # full stop|.,"Verse 9: I will not execute the fierceness of my anger. I will not return to destroy Ephraim: for I am God, and not man; the Holy One in the midst of you; and I will not come in wrath."
"Verse 9: He who has ears to hear, let him hear.",verse|passage # f|9 # full stop|. # <unk> # have|had # ears|ear # to|for # listen|hear # comma|pause # ought to|should # <unk> # comma|pause # understand|comprehend # full stop|.,"Verse 9: If anyone has an ear, let him hear."
"Verse 9: Let a widow be enrolled if she is not less than sixty years old, having been the wife of one husband.",verse|passage # f|9 # full stop|. # <unk> # promotes|favors # comma|pause # widow|widows # record|recording # <unk> # ?|question # you|her # at least|minimum # old|age # 60|sixty # comma|pause # faith|conviction # <unk> # their left|their left side # husband|male spouse # full stop|.,"Verse 9: Let no one be enrolled as a widow under sixty years old, having been the wife of one man,"
"Verse 9: ""Yes,"" they reply. ""Yes,"" they say. Yet the beggar keeps on saying the same. ""Yes,"" I say as well. ""Yes!""",verse|poem # f|9 # full stop|. # <unk> # <unk> # say|says # yes|yeah # ?|question # <unk> # <unk> # say|says # comma|pause # <unk> # comma|pause # <unk> # mouth|oral cavity # strong|powerful # same|identical # !|exclamation # although|but # beggar|panhandler # continue|continued # saying|says # comma|pause # <unk> # comma|pause # i|me # as|same # <unk> # yes|yeah # !|exclamation,"Verse 9: Others were saying, ""It is he."" Still others were saying, ""He looks like him."" He said, ""I am he."""
We are people. We inhabit the earth.,we|us # people|persons # full stop|. # we|us # <unk> # earth|planet # full stop|.,We are human and we are from Earth.
"Who can tell if the Lord will change his mind and relent, and turn away from his fierce anger, so that we may not perish?",f|9 # who|whose # can|tin # tell|inform # if|whether # lord|god # direct|wilt # change|transform # mind|mental # and|also # repent|repented # comma|pause # and|also # turn|rotate # away|off # from|starting from # pronoun|class project # aggressive|aggression # angry|mad # comma|pause # that|which # we|us # destroys|ruins # not|dis # ?|question,"Who knows whether God will not turn and relent, and turn away from his fierce anger, so that we might not perish?"""
"He, God, made clothes for Adam and Eve. God used animal skins to make clothes for them.",he # <unk> # god|deity # make|made # clothes|apparel # <unk> # adam # and # esther|eve # those two|these two # full stop|. # god|deity # uses|use # beast|animal # <unk> # <unk> # make|made # clothes|apparel # give|provide # those two|these two # full stop|.,"Yahweh God made coats of skins for Adam and for his wife, and clothed them."
"And the Lord appeared to Abram, and said, ""To your descendants I will give this land."" And there he built an altar to the Lord, who had appeared to him.",7|seven # and|also # lord # appear|appears # belong|own # abram # comma|pause # and|also # saying|says # comma|pause # belong|own # thy|your # children|kids # direct|wilt # i|me # <unk> # this # field|fields # colen|: # and|also # there|these # build|building # you|her # altar|sanctuary # to|toward # lord # comma|pause # he|you # appear|appears # to|toward # you|her # full stop|.,"Yahweh appeared to Abram and said, ""I will give this land to your seed ."" He built an altar there to Yahweh, who appeared to him."
"Verse 24: And the Lord appeared to him the same night, saying, ""I am the God of your father Abraham. Do not fear, for I am with you; I will bless you and multiply your descendants for My servant Abraham's sake.""",twenty-four|24 # and|also # the # lord # appear|appears # to|unto # you|her # the # same|identical # night|evening # comma|pause # and|also # saying|says # comma|pause # i|me # the # lord|god # of|by # abraham # thy|your # father|dad # colen|: # fear|holy # not|dis # comma|pause # to|for # i|me # with|by # you|you all # comma|pause # and|also # direct|wilt # bless|blesses # you|you all # comma|pause # and|also # formula|math # thy|your # seed|seeds # to|for # my|mine # servant|bondman # abraham # privileges|rights # full stop|.,"Yahweh appeared to him the same night, and said, ""I am the God of Abraham your father. Don't be afraid, for I am with you, and will bless you, and multiply your seed for my servant Abraham's sake."""
