pseudo_sentence,gold_cd,sentence
"Verse eight: Do not go near the house of the woman who sleeps around, walk slowly past their house.",verse 8|verse eight # full stop|. # <unk> # you|who # <unk> # near|close # house|tabernacle # promiscuous|sleep around # female grownup|woman # comma|pause # walk|stroll # slow|sluggish # <unk> # <unk> # their left|their left side # house|tabernacle # full stop|.,"Verse 8: passing through the street near her corner, he went the way to her house,"
"Verse 9: The Lord knows the affliction of the righteous, but the wicked are ensnared by the work of their hands.",verse|passage # f|9 # full stop|. # <unk> # knows|know # their|theirs # misery|suffer # comma|pause # <unk> # poor|impoverished # ?|question # but|however # you all|you guys # rich|wealthy # !|exclamation # <unk> # knows|know # people|persons # <unk> # you all|you guys # blaspheme|curse # blasphemy|swear # full stop|. # <unk> # say|says # you all|you guys # hebrew|descendants of abraham # comma|pause # but|however # not|dis # comma|pause # because|since # their|pronoun # temple|building dedicated to the worship of jehovah # <unk> # devil|satan # full stop|.,"Verse 9: ""I know your works, oppression, and your poverty (but you are rich), and the blasphemy of those who say they are Jews, and they are not, but are a synagogue of Satan."
"Verse 9: As they were coming down the mountain, Jesus commanded them, ""Don't tell anyone what you have seen until the Son of Man has been raised from the dead.""",verse|passage # f|9 # full stop|. # during|throughout # mountain|mount # they|you all # <unk> # comma|pause # jesus|christ # tell you|tell you all # events|possessions # you all|these # see|behold # finish|complete # comma|pause # <unk> # <unk> # <unk> # <unk> # <unk> # of|by # men|males # death|dying # comma|pause # again|repeat # rise|raise # full stop|.,"Verse 9: As they were coming down from the mountain, he commanded them that they should tell no one what things they had seen, until after the Son of Man had risen from the dead."
"Verse 9: Are you working for the Lord? The Lord blesses you. The Lord will direct you in His name, and you will be called the children of the Lord.",verse|passage # f|9 # full stop|. # <unk> # you all|them # working|work # to|for # <unk> # comma|pause # <unk> # blesses|blessed # blesses|blessed # ?|question # <unk> # direct|wilt # <unk> # name|called # <unk> # <unk> # children|kids # full stop|.,"Verse 9: Blessed are the peacemakers, for they shall be called children of God."
"Verse 9: But, as it is written, ""What no eye has seen, nor ear heard, nor the heart of man imagined, what God has prepared for those who love him.""",verse|passage # f|9 # full stop|. # that|that one # <unk> # purpose|intend # happen|occur # saying|says # <unk> # comma|pause # none|zero # eye|eyes # see|view # finish|complete # comma|pause # none|zero # ear # finish|complete # sense|perception # comma|pause # none|zero # <unk> # events|possessions # <unk> # finish|complete # plan|scheme # to|for # people|folks # you all|these # love|adore # god|he # full stop|.,"Verse 9: But as it is written, ""Things which an eye didn't see, and an ear didn't hear, which didn't enter into the heart of man, these God has prepared for those who love him."""
"Verse 9: For we know in part, and we prophesy in part. But when that which is perfect is come, then that which is in part shall be done away.",verse|passage # f|9 # full stop|. # well|good # current|now # you all|these # know|knows # <unk> # ?|question # then|next # i|me # ought to|should # saying|says # comma|pause # current|now # <unk> # know|knows # you all|these # ?|question # <unk> # again|repeat # you all|these # desire|will # go|go to # back|rear # comma|pause # here|in this place # world|earth # <unk> # comma|pause # worthless|useless # soul|spirit # principles # comma|pause # again|repeat # become|becomes # bondage|slave # question|query # full stop|.,"Verse 9: But now that you have come to know God, or rather to be known by God, why do you turn back again to the weak and miserable elemental principles, to which you desire to be in bondage all over again?"
Verse 9: I refuse to help me. Will you help me? You're my aid. Now? Will I? You're my helper.,verse|passage # f|9 # full stop|. # <unk> # refuse|refuses # help me # full stop|. # <unk> # you|your # <unk> # i|me # ?|question # <unk> # <unk> # <unk> # i|me # <unk> # full stop|. # <unk> # <unk> # you|you're # my|mine # aid|helper # full stop|. # <unk> # <unk> # <unk> # current|now # ?|question # <unk> # <unk> # i|me # ?|question # you|you're # my|mine # <unk> # comma|pause # my|mine # deliver|delivered # !|exclamation,"Verse 9: Don't hide your face from me. Don't put your servant away in anger. You have been my help. Don't abandon me, neither forsake me, God of my salvation."
"Verse 9: Have you not known each other? Your past sins are native to you, and all the wickedness you have done will be thrown away.",verse|passage # f|9 # full stop|. # <unk> # <unk> # each other|social # ?|question # your|yours # past|former # sin|transgression # native|indigenous # comma|pause # all|every # wicked|evil # behave|act # you all|these # throw|toss # finish|complete # full stop|.,"Verse 9: Don't lie to one another, seeing that you have put off the old man with his doings,"
"Verse 9: For half of the people, the body of flesh stared at the body of flesh. Some endured being buried.",verse|passage # f|9 # full stop|. # <unk> # half|1/2 # <unk> # comma|pause # all|every # people|folks # comma|pause # generations|descendants # comma|pause # languages|lang # comma|pause # nations|countries # comma|pause # body|flesh # body|flesh # stare|look # full stop|. # <unk> # suffered|endured # buried|tomb # you all|these # full stop|.,"Verse 9: From among the peoples, tribes, languages, and nations people will look at their dead bodies for three and a half days, and will not allow their dead bodies to be laid in a tomb."
"Verse 9: My prayer is not for the world, but for those you have given me, because they belong to you.",verse|poem # f|9 # full stop|. # my # prayer|talking to god # not|do not # to|for # world|earth # ?|question # my # prayer|talking to god # to|for # <unk> # god|he # <unk> # <unk> # comma|pause # because|since # you all|you guys # <unk> # god|he # full stop|.,"Verse 9: I pray for them. I don't pray for the world, but for those whom you have given me, for they are yours."
"Verse 9: And I say to you: whoever divorces his wife, except for sexual immorality, and marries another, commits adultery; and whoever marries her who is divorced commits adultery.",verse|passage # f|9 # full stop|. # also|furthermore # i|me # tell # comma|pause # anyway|regardless # one|1 # divorce|separation # theirs|your # wife|spouse # comma|pause # then|next # marry|wed # <unk> # other|else # comma|pause # <unk> # adultery|infidelity # comma|pause # <unk> # theirs|your # wife|spouse # not|do not # <unk> # full stop|.,"Verse 9: I tell you that whoever divorces his wife, except for sexual immorality, and marries another, commits adultery; and he who marries her when she is divorced commits adultery."""
Verse nine. The anger of the Lord will not turn back until he has executed and accomplished the intents of his heart. In the latter days you will understand it clearly.,verse 9|verse nine # full stop|. # <unk> # comma|pause # <unk> # <unk> # anger|angry # i|me # not|dis # <unk> # full stop|. # israel # comma|pause # <unk> # not|dis # destroys|ruins # completed|finished # comma|pause # why|for what reason # comma|pause # <unk> # god|lord # comma|pause # not|no # little|small # human|person # one|1 # full stop|. # i|me # holy|holiness # 1|one # living|live # among|interwoven # you|you all # comma|pause # <unk> # not|dis # come|coming # destroys|ruins # full stop|.,"Verse 9: I will not execute the fierceness of my anger. I will not return to destroy Ephraim: for I am God, and not man; the Holy One in the midst of you; and I will not come in wrath."
"Verse 9: He who has ears to hear, let him hear.",verse|passage # f|9 # full stop|. # <unk> # have|had # ears|ear # to|for # listen|hear # comma|pause # ought to|should # <unk> # comma|pause # understand|comprehend # full stop|.,"Verse 9: If anyone has an ear, let him hear."
"Verse 9: Let a widow be enrolled if she is not less than sixty years old, having been the wife of one husband.",verse|passage # f|9 # full stop|. # <unk> # promotes|favors # comma|pause # widow|widows # record|recording # <unk> # ?|question # you|her # at least|minimum # old|age # 60|sixty # comma|pause # faith|conviction # <unk> # their left|their left side # husband|male spouse # full stop|.,"Verse 9: Let no one be enrolled as a widow under sixty years old, having been the wife of one man,"
"Verse 9: ""Yes,"" they replied. ""Is that so?"" ""Yes,"" they said. ""Indeed,"" his mouth said, strong and the same! But the beggar kept saying, ""Indeed, I am the same!""",verse|poem # f|9 # full stop|. # <unk> # <unk> # say|says # yes|yeah # ?|question # <unk> # <unk> # say|says # comma|pause # <unk> # comma|pause # <unk> # mouth|oral cavity # strong|powerful # same|identical # !|exclamation # although|but # beggar|panhandler # continue|continued # saying|says # comma|pause # <unk> # comma|pause # i|me # as|same # <unk> # yes|yeah # !|exclamation,"Verse 9: Others were saying, ""It is he."" Still others were saying, ""He looks like him."" He said, ""I am he."""
We are people. We inhabit the earth.,we|us # people|persons # full stop|. # we|us # <unk> # earth|planet # full stop|.,We are human and we are from Earth.
